INSTNM,CITY,STABBR,ZIP,INSTURL,NPCURL,LATITUDE,LONGITUDE,ADM_RATE_ALL,ACTCMMID,SAT_AVG_ALL,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,COST,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,DEBT_MDN,C100_4,UGDS_MEN,UGDS_WOMEN,C100_41
Duquesne University,Pittsburgh,PA,15282,www.duq.edu,www.duq.edu/admissions-and-aid/tuition/net-price-calculator,40.437496,-79.993046,0.730639731,26,1144,5969,5499,0.8303,0.0429,0.027,0.0193,0.0013,0.0012,0.0235,0.0421,0.0126,0.8288,0.0357,0.0192,0.0024,0.0166,0.0335,0.0877,0.8025,0.0407,0.0151,0.0016,0.0189,43963,0,43963,32636,32636,NULL,24500,0.6475,0.3907,0.6093,64.75
Barry University,Miami,FL,33161-6695,www.barry.edu,www.barry.edu/netpricecalculator/default.htm,25.878865,-80.196136,0.461051799,20,938,3913,5777,0.2004,0.3177,0.2867,0.0153,0.0038,0.0015,0.0164,0.0741,0.0841,0,0,0,0,0,0.0595,0.0997,0.3259,0.1715,0.0102,0.0023,0.3308,43885,0,43885,28160,28160,NULL,20500,0.2055,0.3856,0.6144,20.55
William Jewell College,Liberty,MO,64068-1896,www.jewell.edu,apollo.jewell.edu/financial-aid/net-price-calculator/,39.247848,-94.41207,0.628324946,25,1141,1043,1442,0.768,0.0566,0.0345,0.0096,0.0038,0.0019,0.0575,0.0441,0.024,0.8255,0.0397,0.0185,0.0065,0.0268,0.0236,0.0028,0.9168,0.0243,0.0097,0.0049,0.018,43791,0,43791,31620,31620,NULL,23309,0.5736,0.4046,0.5954,57.36
Georgetown College,Georgetown,KY,40324-1696,www.georgetowncollege.edu,www.georgetowncollege.edu/fp/estimate/,38.207934,-84.554583,0.887505984,24,1102,972,1365,0.7963,0.0885,0.0329,0.0062,0.0031,0,0.0288,0.0185,0.0257,0.9029,0.0694,0.0031,0,0.0146,0.0073,0,0.967,0.019,0.0015,0,0.0051,43776,0,43776,32960,32960,NULL,20479,0.4459,0.463,0.537,44.59
Rockhurst University,Kansas City,MO,64110-2561,www.rockhurst.edu,www.rockhurst.edu/admissions/scholarships-financial-aid/undergraduate-students/net-price-calculator/,39.030843,-94.571249,0.769446672,26,1164,1671,2034,0.7439,0.0437,0.058,0.0287,0.0024,0.0018,0.0227,0.0144,0.0844,0,0,0,0,0,0.0177,0.0334,0.7793,0.0924,0.0275,0.0093,0.0403,43750,0,43750,32865,32865,NULL,14500,0.6229,0.4231,0.5769,62.29
Marietta College,Marietta,OH,45750,www.marietta.edu,www.marietta.edu/Admission/financial_aid/costs.html,39.417638,-81.450038,0.694572748,24,1105,1336,1187,0.7283,0.0501,0.0269,0.0112,0.0015,0,0.0232,0.116,0.0427,0.7493,0.0442,0.0109,0.0034,0.0088,0.0522,0.0396,0.8635,0.0211,0.011,0.0042,0.0084,43634,0,43634,33140,33140,NULL,20375,0.5221,0.6063,0.3937,52.21
Capital University,Columbus,OH,43209-2394,www.capital.edu,https://capital.studentaidcalculator.com/survey.aspx,39.954875,-82.937867,0.727421555,24,1100,2636,2740,0.7648,0.0945,0.0425,0.0099,0.0004,0.0004,0.0436,0.0167,0.0273,0.8174,0.0913,0.0151,0.0028,0.0198,0.0069,0.0117,0.8022,0.1533,0.012,0.0029,0.0109,43603,0,43603,32190,32190,NULL,21500,0.5079,0.4222,0.5778,50.79
Hanover College,Hanover,IN,47243,www.hanover.edu,https://npc.collegeboard.org/student/app/hanover,38.712488,-85.461086,0.644736842,26,1101,1136,1142,0.8169,0.0484,0.0229,0.0141,0.0062,0,0.0185,0.0493,0.0238,0.8573,0.0215,0.0139,0.0032,0.0172,0.0333,0.035,0.8914,0.007,0.0201,0.0018,0.0114,43582,0,43582,33023,33023,NULL,25000,0.6555,0.419,0.581,65.55
North Central College,Naperville,IL,60540,northcentralcollege.edu,northcentralcollege.edu/financial-aid/estimate,41.775304,-88.143649,0.598415705,25,1125,2685,2117,0.7337,0.0402,0.0968,0.0186,0.0011,0.0007,0.0279,0.0149,0.0659,0,0,0,0,0,0.0165,0.0146,0.8729,0.0406,0.0189,0.0028,0.0335,43557,0,43557,34230,34230,NULL,20298.5,0.4962,0.4406,0.5594,49.62
University of Evansville,Evansville,IN,47722,www.evansville.edu/,www.evansville.edu/tuitionandaid/calculator.cfm,37.969955,-87.531963,0.829471398,26,1144,2266,2624,0.7568,0.03,0.0309,0.0141,0.0013,0,0.0216,0.1143,0.0309,0.7221,0.0223,0.0098,0.0027,0.0188,0.0804,0,0.8807,0.0213,0.0069,0.0015,0.0091,43495,0,43495,31776,31776,NULL,22874,0.5276,0.4501,0.5499,52.76
Cabrini University,Radnor,PA,19087-3698,www.cabrini.edu,www.cabrini.edu/Admissions/Financial-Aid/Cost-of-Attendance/Net-Price-Calculator,40.054565,-75.37215,0.752769163,20,897,1334,1633,0.6837,0.1589,0.057,0.0082,0.0007,0.0015,0.0345,0.0015,0.054,0,0,0,0,0,0.0067,0.0533,0.8347,0.0661,0.0159,0.0037,0.0196,43480,0,43480,29842,29842,NULL,18750,0.4175,0.3756,0.6244,41.75
Chestnut Hill College,Philadelphia,PA,19118-2693,www.chc.edu,www.chc.edu/financial-services/undergraduate/net-payment-calculator-first-year-students,40.087048,-75.228847,0.747148289,21,968,1428,936,0.4237,0.362,0.0896,0.0175,0.0014,0.0042,0.0329,0.0161,0.0525,0,0,0,0,0,0.016,0.1485,0.4338,0.3376,0.015,0.0053,0.0438,43477,0,43477,32110,32110,NULL,22000,0.3711,0.3242,0.6758,37.11
Elon University,Elon,NC,27244-2010,www.elon.edu,www.elon.edu/e-web/admissions/FinancialAid/,36.104149,-79.505632,0.539308628,27,1225,5782,3900,0.8222,0.0576,0.0507,0.0214,0.0035,0.0005,0.0183,0.0183,0.0074,0.8074,0.0577,0.0138,0.0016,0.0238,0.0162,0.0241,0.8818,0.0631,0.0051,0.0013,0.0085,43388,0,43388,31247,31247,NULL,20500,0.7574,0.4051,0.5949,75.74
Adrian College,Adrian,MI,49221-2575,www.adrian.edu,adrian.edu/admissions/financial-aid/net-price-calculator,41.898449,-84.059947,0.618862798,22,1009,1570,1081,0.728,0.0962,0.051,0.0064,0.0019,0,0.0338,0.0006,0.0822,0.7705,0.0429,0.005,0.0019,0.0243,0.0194,0,0.889,0.0675,0.0037,0.0028,0.0176,43341,0,43341,32660,32660,NULL,18750,0.4378,0.5248,0.4752,43.78
Transylvania University,Lexington,KY,40508-1797,www.transy.edu,www.transy.edu/admissions/aid/calculator.htm,38.053236,-84.493883,0.826177285,28,1230,1014,1083,0.8028,0.0306,0.0454,0.0197,0.001,0.001,0.0296,0.0355,0.0345,0.8217,0.0432,0.0147,0.0037,0.0101,0.0037,0.0517,0.879,0.0286,0.0277,0.0028,0.0065,43304,0,43304,33360,33360,NULL,23320,0.6317,0.4162,0.5838,63.17
Berry College,Mount Berry,GA,30149,www.berry.edu,https://berry.studentaidcalculator.com/survey.aspx,34.289254,-85.189077,0.608260984,27,1183,2065,1822,0.8305,0.0436,0.0634,0.0126,0.001,0.0015,0.0281,0.0073,0.0121,0.8337,0.049,0.0211,0.0017,0.0342,0.0132,0.0104,0.9369,0.0159,0.0077,0.0027,0.0132,43283,0,43283,30530,30530,NULL,15831,0.5424,0.3884,0.6116,54.24
Queens University of Charlotte,Charlotte,NC,28274-0001,www.queens.edu,www.queens.edu/Admissions-and-Financial-Aid/Undergraduate-Admissions/Net-Price-Calculator.html,35.188929,-80.832227,0.784473953,23,1051,1621,1156,0.5521,0.1764,0.0617,0.0265,0.0043,0.0006,0.0142,0.0654,0.0987,0.5806,0.1772,0.0229,0.0048,0.0474,0.0407,0.026,0.7465,0.1522,0.0061,0.0043,0.0242,43239,0,43239,30910,30910,NULL,19258,0.5342,0.2949,0.7051,53.42
Otterbein University,Westerville,OH,43081,www.otterbein.edu,www.otterbein.edu/estimator/npcalc.htm,40.12534,-82.936231,0.753095975,24,1094,2271,2511,0.7217,0.0471,0.0159,0.0119,0.0035,0.0004,0.026,0.0088,0.1647,0.5678,0.0432,0.0062,0.0004,0.0112,0.0187,0.0207,0.8757,0.0605,0.0092,0.004,0.0112,43190,0,43190,31442,31442,NULL,21823.5,0.4932,0.3893,0.6107,49.32
Saint Peter's University,Jersey City,NJ,07306-5997,www.saintpeters.edu,www.saintpeters.edu/enrollment-services/student-financial-aid/calculators/,40.727105,-74.071541,0.568997163,19,899,2409,2687,0.1997,0.2669,0.3271,0.0722,0.0071,0.0054,0.022,0.0212,0.0785,0,0,0,0,0,0.0182,0.0197,0.4321,0.185,0.0722,0.0033,0.2694,43111,0,43111,33232,33232,NULL,17500,0.3662,0.3931,0.6069,36.62
St Catherine University,Saint Paul,MN,55105,www.stkate.edu,https://www2.stkate.edu/ug-admission/calculator,44.924542,-93.181925,0.672070247,22,1032,3399,3555,0.6523,0.098,0.0612,0.1115,0.0059,0.0018,0.0224,0.0091,0.038,0.6952,0.1072,0.0932,0.008,0.0329,0.0245,0.1032,0.7592,0.0484,0.0385,0.0062,0.02,43101,0,43101,36420,36420,NULL,21679,0.3729,0.0356,0.9644,37.29
Maryville College,Maryville,TN,37804-5907,www.maryvillecollege.edu,www.maryvillecollege.edu/admissions/finaid/net-price-calculator/,35.751969,-83.963853,0.708251473,23,1049,1213,982,0.784,0.1113,0.028,0.0115,0.0074,0.0016,0.0264,0.0247,0.0049,0,0,0,0,0,0.0295,0.001,0.8666,0.054,0.0092,0.0041,0.0356,43069,0,43069,31754,31754,NULL,16625,0.404,0.4592,0.5408,40.4
George Fox University,Newberg,OR,97132,www.georgefox.edu,www.georgefox.edu/college-admissions/scholarships/net-price-calculator.html,45.30399,-122.968394,0.777585611,23,1081,2494,1709,0.6961,0.0152,0.087,0.0369,0.0044,0.004,0.0585,0.0557,0.0421,0.7224,0.0236,0.0503,0.0231,0.0549,0.0269,0.017,0.883,0.0082,0.0275,0.0088,0.0287,43033,0,43033,31866,31866,NULL,18000,0.5087,0.4366,0.5634,50.87
Belmont University,Nashville,TN,37212-3757,www.belmont.edu,https://belmont.studentaidcalculator.com/survey.aspx,36.133866,-86.794715,0.827184466,26,1176,5778,2507,0.8049,0.0433,0.0467,0.0197,0.0026,0.001,0.0348,0.01,0.0369,0.861,0.0406,0.0281,0.0048,0.0217,0.01,0.0243,0.9071,0.0311,0.0144,0.0028,0.0104,43030,0,43030,28660,28660,NULL,18750,0.5603,0.3858,0.6142,56.03
Adelphi University,Garden City,NY,11530-0701,www.adelphi.edu/,https://class.adelphi.edu/cgi-bin/wwiz.asp?wwizmstr=WEB.NPC.WRAP,40.721439,-73.653321,0.724165342,22,1092,5036,3099,0.5409,0.1015,0.1418,0.0808,0.0012,0.0006,0.0208,0.0381,0.0743,0.5478,0.115,0.064,0.0024,0.0737,0.041,0.2126,0.5257,0.1226,0.0297,0.0013,0.0671,43018,0,43018,32340,32340,NULL,21500,0.5403,0.3016,0.6984,54.03
Simpson College,Indianola,IA,50125,www.simpson.edu,simpson.studentaidcalculator.com/survey.aspx,41.365503,-93.563471,0.854531607,25,1125,1644,1912,0.8796,0.0176,0.0225,0.014,0.0067,0,0.017,0.0067,0.0359,0,0,0,0,0,0.0115,0.0628,0.8933,0.0073,0.0084,0.0058,0.011,43008,0,43008,32550,32550,NULL,22500,0.6373,0.4392,0.5608,63.73
Warren Wilson College,Swannanoa,NC,28778-2099,www.warren-wilson.edu,warren-wilson.studentaidcalculator.com/survey.aspx,35.611762,-82.441097,0.717687075,26,1134,819,728,0.823,0.0366,0.0574,0.0134,0.011,0,0.0354,0.0208,0.0024,0,0,0,0,0,0.0577,0.0027,0.8956,0.0179,0.0055,0.0055,0.0151,43000,0,43000,30852,30852,NULL,12750,0.4177,0.3846,0.6154,41.77
Minneapolis College of Art and Design,Minneapolis,MN,55404,MCAD.EDU,mcad.edu/tuition-calculator,44.956988,-93.274694,0.644067797,24,1088,658,580,0.576,0.041,0.0684,0.079,0.0106,0,0,0,0.2249,0.7344,0.0198,0.0458,0.0137,0.055,0.0069,0.0759,0.8172,0.0121,0.0569,0.0069,0.0241,42990,0,42990,34146,34146,NULL,19500,0.5825,0.3435,0.6565,58.25
Oklahoma City University,Oklahoma City,OK,73106-1402,www.okcu.edu,www2.okcu.edu/financialaid/calculator/,35.495271,-97.541242,0.677740864,26,1165,1793,1949,0.6007,0.0524,0.0792,0.0151,0.024,0,0.0798,0.1478,0.0011,0,0,0,0,0,0.2037,0,0.6224,0.0544,0.0462,0.0395,0.0339,42983,0,42983,30726,30726,NULL,19168,0.4838,0.3664,0.6336,48.38
Le Moyne College,Syracuse,NY,13214-1301,www.lemoyne.edu,www.lemoyne.edu/tabid/2566/Default.aspx,43.047316,-76.088449,0.659523429,24,1071,2728,2399,0.7933,0.0554,0.0491,0.026,0.0044,0.0007,0.0202,0.0066,0.0444,0.8231,0.0451,0.0196,0.0063,0.0471,0.0008,0.0679,0.8337,0.0383,0.0163,0.01,0.0329,42943,0,42943,31340,31340,NULL,20921,0.6118,0.4223,0.5777,61.18
Union University,Jackson,TN,38305-3697,www.uu.edu,www.uu.edu/financialaid/undergraduate/npc/,35.676896,-88.858524,0.685829551,26,1170,2441,1948,0.703,0.188,0.0258,0.0123,0.0025,0.0008,0.016,0.0135,0.0381,0,0,0,0,0,0.019,0.0062,0.9045,0.057,0.0062,0.0031,0.0041,42891,0,42891,28150,28150,NULL,20563,0.5903,0.3748,0.6252,59.03
Notre Dame of Maryland University,Baltimore,MD,21210-2476,www.ndm.edu,www.ndm.edu/financialaid/,39.351307,-76.619701,0.494558646,25,1048,1153,1930,0.5681,0.2732,0.0572,0.0598,0.0147,0.0026,0,0.0121,0.0121,0.6335,0.287,0.0268,0.0017,0.0209,0.0192,0,0.7321,0.2083,0.0187,0.0026,0.0192,42859,0,42859,33010,33010,NULL,21797,0.5048,0.0494,0.9506,50.48
Shenandoah University,Winchester,VA,22601-5195,www.su.edu,tcc.noellevitz.com/(S(5thqyxl4wqbw3n5pbjf3ruef))/Shenandoah%20University/Freshman-Students,39.166058,-78.158376,0.825904562,21,994,1875,1339,0.6512,0.144,0.056,0.0347,0.0219,0.0053,0,0.0539,0.0331,0,0,0,0,0,0.0709,0,0.7984,0.0956,0.0097,0.0015,0.0239,42847,0,42847,30188,30188,NULL,18851,0.3634,0.4368,0.5632,36.34
Concordia College at Moorhead,Moorhead,MN,56562,www.concordiacollege.edu,www.concordiacollege.edu/admission-aid/tuition-aid/cost-of-attendance/net-price-calculator/,46.859423,-96.765567,0.642808684,26,1166,2296,2826,0.8397,0.0157,0.017,0.02,0.0052,0.0004,0.0148,0.0296,0.0575,0.8743,0.0069,0.0128,0.0018,0.008,0.0534,0.0039,0.9108,0.0053,0.0138,0.0046,0.0081,42829,0,42829,34114,34114,NULL,25000,0.6649,0.4046,0.5954,66.49
Stephens College,Columbia,MO,65215,www.stephens.edu,https://www.stephens.edu/forms/netPriceCalc.php,38.950631,-92.322997,0.535993062,23,1064,667,722,0.6852,0.1559,0.045,0.015,0.0045,0.0045,0.0585,0.003,0.0285,0,0,0,0,0,0.0194,0.0028,0.8532,0.0803,0.0125,0.0139,0.018,42776,0,42776,28510,28510,NULL,17375,0.464,0.0105,0.9895,46.4
American International College,Springfield,MA,1109,www.aic.edu,www.aic.edu/financialaid,42.112708,-72.558507,0.675715696,20,887,1473,1102,0.4216,0.2512,0.1045,0.019,0.0034,0.0054,0.0448,0.0027,0.1473,0,0,0,0,0,0.0499,0.0871,0.5817,0.2087,0.0145,0.0027,0.0554,42762,0,42762,30940,30940,NULL,19750,0.2757,0.4141,0.5859,27.57
Vanguard University of Southern California,Costa Mesa,CA,92626,www.vanguard.edu,www.vanguard.edu/undergraduate/net-price-calculator/,33.662686,-117.900911,0.580044676,21,970,1941,1470,0.458,0.0417,0.3617,0.0402,0.0031,0.0077,0.0505,0.0067,0.0304,0.6237,0.0442,0.0461,0.0189,0.1793,0.0122,0.0599,0.7537,0.0401,0.0265,0.0075,0.1,42756,0,42756,30050,30050,NULL,19500,0.4883,0.3395,0.6605,48.83
Spelman College,Atlanta,GA,30314-4399,www.spelman.edu,https://spelman.studentaidcalculator.com/welcome.aspx,33.74519,-84.410118,0.540009251,22,1005,2135,1888,0.0005,0.8689,0.0033,0.0009,0.0014,0,0.0272,0.015,0.0829,0.0013,0.9166,0.0009,0,0.0009,0.0159,0.018,0.0005,0.9635,0,0,0.0021,42739,0,42739,25496,25496,NULL,25000,0.6704,0,1,67.04
Trine University,Angola,IN,46703-1764,www.trine.edu,tcc.noellevitz.com/(S(ymcriszfnc2zyyrep4dvg3eb))/Trine%20University/Freshman-Students,41.633389,-85.005696,0.757524518,24,1078,1654,1267,0.783,0.0218,0.0363,0.0042,0.0042,0.0006,0.0272,0.0846,0.0381,0.7381,0.0423,0.0072,0.0039,0.0182,0.0608,0.0292,0.8753,0.0237,0.0039,0.0024,0.0047,42733,0,42733,29600,29600,NULL,17063,0.3442,0.7152,0.2848,34.42
Ripon College,Ripon,WI,54971-0248,www.ripon.edu,www.ripon.edu/admission/calculator/,43.842383,-88.8426,0.674480911,24,1108,820,862,0.8402,0.0232,0.0488,0.0146,0.0024,0,0.0183,0.0317,0.0207,0.8525,0.0144,0.0144,0.0067,0.0297,0.0162,0.0162,0.906,0.0151,0.0139,0.0035,0.029,42703,0,42703,33482,33482,NULL,27000,0.5142,0.4646,0.5354,51.42
Felician University,Lodi,NJ,7644,www.felician.edu,www.felician.edu/admissions/undergraduate-admissions/net-price-calculator,40.867272,-74.096452,0.841631674,17,870,1629,1484,0.3481,0.2038,0.2615,0.0663,0.0049,0.0049,0.0061,0.0252,0.0792,0.3256,0.1207,0.082,0.0029,0.179,0.0216,0.066,0.6173,0.1206,0.0465,0.002,0.126,42675,0,42675,30605,30605,NULL,21250,0.1714,0.2738,0.7262,17.14
Hiram College,Hiram,OH,44234-0067,WWW.HIRAM.EDU,admission.hiram.edu/admission/financial-aid/for-traditional-undergraduates/net-price-calculator,41.312294,-81.142886,0.620786517,22,1004,1217,1199,0.682,0.1619,0.037,0.0107,0.0025,0.0025,0.023,0.0288,0.0518,0.6662,0.0978,0.009,0.0045,0.0172,0.0259,0.0025,0.854,0.0917,0.0117,0.0017,0.0125,42650,0,42650,30290,30290,NULL,21497.5,0.571,0.4708,0.5292,57.1
Alaska Pacific University,Anchorage,AK,99508,www.alaskapacific.edu,https://my.alaskapacific.edu/uniquesigce3d1b55322415c149deda8964ead9cb/uniquesig0/SecureInternalMyPortalHomePage/,61.191235,-149.804242,0.420731707,23,1054,275,479,0.5309,0.0291,0.0364,0.0255,0.1855,0.0109,0.0945,0,0.0873,0,0,0,0,0,0.0146,0.0084,0.6367,0.0605,0.0397,0.2025,0.0376,42640,0,42640,19610,19610,NULL,18750,0.5333,0.3527,0.6473,53.33
Messiah College,Mechanicsburg,PA,17055,www.messiah.edu,www.messiah.edu/info/21387/net_price_calculator,40.15867,-76.988492,0.799757282,25,1125,2713,2797,0.8474,0.0217,0.0358,0.0199,0.0004,0.0004,0.0343,0.031,0.0092,0,0,0,0,0,0.0179,0.0064,0.9292,0.0139,0.0161,0.0018,0.0147,42624,0,42624,31340,31340,NULL,22728,0.7461,0.3966,0.6034,74.61
Virginia Wesleyan College,Norfolk,VA,23502-5599,www.vwc.edu,admissions.vwc.edu/affordability/netpricecalculator,36.868417,-76.18606,0.890444015,22,991,1492,1421,0.561,0.2326,0.0771,0.0147,0.0047,0.0007,0.0617,0.0087,0.0389,0.6731,0.2092,0.0162,0.0015,0.0408,0.0099,0.0296,0.791,0.1182,0.0218,0.0063,0.0232,42600,0,42600,33286,33286,NULL,15000,0.4225,0.3807,0.6193,42.25
Concordia University-Irvine,Irvine,CA,92612-3203,www.cui.edu,www.cui.edu/studentlife/financial-aid/undergraduate/index.aspx?id=21911,33.6535,-117.81063,0.860810811,23,1038,1884,1184,0.4628,0.0324,0.1783,0.0626,0.0042,0.0048,0.0387,0.0419,0.1741,0.617,0.0225,0.0422,0.0119,0.1279,0.0735,0.0253,0.739,0.0253,0.0532,0.0034,0.0802,42472,0,42472,30640,30640,NULL,17750,0.4724,0.3646,0.6354,47.24
Wheaton College,Wheaton,IL,60187-5593,www.wheaton.edu,www.wheaton.edu/Admissions-and-Aid/Financial-Aid/Cost/Net-Price-Calculator,41.870943,-88.09681,0.691542289,30,1311,2402,2418,0.7623,0.0233,0.0533,0.0858,0.0012,0,0.0483,0.0258,0,0.8286,0.0355,0.0756,0.0021,0.0371,0.0095,0.0165,0.8834,0.0203,0.0409,0.0021,0.0273,42390,0,42390,31900,31900,NULL,21500,0.7966,0.4792,0.5208,79.66
Bridgewater College,Bridgewater,VA,22812-1599,www.bridgewater.edu/about-us,https://web.bridgewater.edu/netprice/,38.378391,-78.969011,0.478197439,24,1056,1768,1223,0.7568,0.1012,0.0419,0.0096,0.0045,0.0006,0.0464,0.0074,0.0317,0,0,0,0,0,0.0098,0,0.9043,0.063,0.009,0.0041,0.0098,42376,0,42376,30380,30380,NULL,20500,0.5594,0.4627,0.5373,55.94
The College of Saint Scholastica,Duluth,MN,55811-4199,www.css.edu,www.css.edu/undergraduate/undergraduate-traditional/paying-for-college/net-price-calculator--freshmen.html,46.81544,-92.105738,0.661817102,24,1106,2788,1499,0.8354,0.0334,0.0201,0.0212,0.0161,0,0.0212,0.042,0.0108,0.8359,0.0188,0.0137,0.0252,0.0123,0.0033,0.1047,0.8499,0.0093,0.014,0.0133,0.0053,42355,0,42355,32842,32842,NULL,18238,0.5461,0.302,0.698,54.61
Saint Martin's University,Lacey,WA,98503-7500,www.stmartin.edu,www.stmartin.edu/sfs/NetPriceCalculator.aspx,47.043316,-122.816948,0.888235294,24,1057,1316,1100,0.5638,0.0509,0.1163,0.0456,0.0068,0.022,0.0737,0.0919,0.0289,0.5924,0.0794,0.1017,0.0193,0.0863,0.0564,0.0345,0.6991,0.0918,0.0618,0.0064,0.05,42353,0,42353,31688,31688,NULL,20500,0.3147,0.4886,0.5114,31.47
Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,www.acphs.edu,www.acphs.edu/Admissions/FinancialAid/net-price-calculator.aspx,42.652559,-73.778132,0.674036639,26,1165,1076,581,0.6375,0.0344,0.0455,0.1413,0.0037,0.0009,0.0084,0.0669,0.0613,0.6745,0.0252,0.1421,0.0036,0.0162,0.0207,0.0017,0.833,0.0293,0.0929,0.0034,0.0189,42325,0,42325,30131,30131,NULL,23500,0.5526,0.4006,0.5994,55.26
Nova Southeastern University,Fort Lauderdale,FL,33314-7796,www.nova.edu,www.nova.edu/npc/,26.079337,-80.24248,0.488084326,26,1143,4582,4110,0.3234,0.1814,0.3145,0.0792,0.0031,0.0004,0.0157,0.0519,0.0303,0.2831,0.2659,0.0549,0.0045,0.2819,0.0686,0.0467,0.4029,0.2321,0.0321,0.0032,0.2144,42261,0,42261,26700,26700,NULL,19000,0.3171,0.3093,0.6907,31.71
St Bonaventure University,Saint Bonaventure,NY,14778,www.sbu.edu,tcc.noellevitz.com/(S(i1lu3xtv5xcph4gzzc3qf5ro))/St-Bonaventure-University/FreshmanStudents,42.07863,-78.47586,0.70432513,24,1066,1735,2202,0.6963,0.0513,0.0726,0.0409,0.0017,0.0023,0.0173,0.0173,0.1003,0.7226,0.0415,0.0229,0.0043,0.0314,0.0123,0.4918,0.47,0.0114,0.005,0.0014,0.0082,42234,0,42234,30466,30466,NULL,22750,0.5506,0.4957,0.5043,55.06
Cedar Crest College,Allentown,PA,18104-6196,www.cedarcrest.edu,cedarcrest.studentaidcalculator.com/,40.586695,-75.519799,0.523274478,22,1005,1310,1519,0.671,0.1015,0.1344,0.029,0.0031,0.0031,0.0099,0.0229,0.0252,0.778,0.0756,0.0309,0.0024,0.0744,0.0046,0.0454,0.8525,0.0415,0.0224,0.0013,0.0323,42202,0,42202,34504,34504,NULL,20500,0.5876,0.0725,0.9275,58.76
Saint Vincent College,Latrobe,PA,15650-2690,www.stvincent.edu,https://stvincent.studentaidcalculator.com/survey.aspx,40.29252,-79.403702,0.719196192,22,1034,1564,1206,0.8446,0.0524,0.0377,0.016,0.0026,0.0006,0.0064,0.0096,0.0301,0,0,0,0,0,0.0133,0,0.9453,0.029,0.005,0.0008,0.0066,42120,0,42120,31370,31370,NULL,24250,0.6833,0.5256,0.4744,68.33
Bradley University,Peoria,IL,61625-0001,www.bradley.edu,https://admissions.bradley.edu/ssl/estimator/?status=viewtab1,40.697605,-89.61462,0.643023643,26,1162,4585,5116,0.7014,0.0519,0.0606,0.0301,0.002,0.0011,0.0146,0.0096,0.1287,0.8128,0.078,0.0414,0.0048,0.044,0.0178,0.0455,0.8518,0.0485,0.0172,0.0031,0.016,42090,0,42090,30844,30844,NULL,24000,0.5078,0.4862,0.5138,50.78
Soka University of America,Aliso Viejo,CA,92656-8081,www.soka.edu,www.soka.edu/admission_aid/Financial_Aid/net-price-calculator.aspx,33.549425,-117.734893,0.434567901,27,1223,411,NULL,0.1922,0.0487,0.0949,0.1898,0.0097,0.0024,0.0195,0.3771,0.0657,0.1346,0.0394,0.239,0.0023,0.0951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42076,0,42076,30214,30214,NULL,20629,0.7008,0.3942,0.6058,70.08
Campbell University,Buies Creek,NC,27506,www.campbell.edu,www.campbellcalculator.com,35.409333,-78.739508,0.680649926,22,1025,4228,4594,0.5681,0.1838,0.0684,0.0206,0.0061,0.0014,0.0232,0.018,0.1105,0,0,0,0,0,0.0298,0.0313,0.69,0.1837,0,0.0059,0.0592,42061,0,42061,27530,27530,NULL,16500,0.3392,0.4818,0.5182,33.92
Monmouth College,Monmouth,IL,61462-1998,www.monmouthcollege.edu,https://ou.monmouthcollege.edu/admissions/financial-aid/calculator.aspx,40.91459,-90.637909,0.690634865,22,1033,1281,1069,0.6432,0.1132,0.1335,0.0148,0.0062,0.0008,0.0125,0.0343,0.0414,0.8554,0.0624,0.0147,0.0081,0.0463,0.0337,0.0019,0.8821,0.0496,0.0084,0.0028,0.0215,42027,0,42027,33200,33200,NULL,21000,0.4752,0.4543,0.5457,47.52
Roosevelt University,Chicago,IL,60605-1394,www.roosevelt.edu,https://roosevelt.studentaidcalculator.com/survey.aspx,41.876055,-87.624952,0.776417404,23,1050,3727,4665,0.4521,0.1937,0.2197,0.0502,0.0021,0.0024,0.0298,0.0311,0.0188,0,0,0,0,0,0.0472,0.0915,0.4435,0.2643,0.0401,0.0024,0.111,42022,0,42022,26900,26900,NULL,17056,0.1809,0.3703,0.6297,18.09
New York Institute of Technology,Old Westbury,NY,11568-8000,www.nyit.edu,www.nyit.edu/admissions/financing/cost_estimator/,40.814402,-73.608885,0.640338337,24,1069,4160,3052,0.1885,0.074,0.1272,0.1344,0.0034,0.0014,0.0115,0.1803,0.2793,0.2002,0.0566,0.0764,0.0011,0.0462,0.0721,0.2294,0.4233,0.097,0.118,0.0036,0.0567,41830,0,41830,32180,32180,NULL,17500,0.2276,0.6337,0.3663,22.76
